payment_method_id,payment_method_name,credit_card,user_id
1374,Venmo,4757506351558630,5839
1375,Debit Card,4956824762936180,2351
1376,Debit Card,4039922155172370,1192
1377,Venmo,4220681694833050,5097
1378,PayPal,4112404414226720,508
1379,PayPal,4102331650922430,992
1380,Venmo,4241680952095990,2453
1381,Venmo,4627375749802020,8987
1382,Debit Card,4931460445093670,733
1383,Debit Card,4653590214549890,8803
1384,Credit Card,4830432184963550,8723
1385,Debit Card,4922764510262410,8187
1386,Debit Card,4285191208387700,2504
1387,Debit Card,4057243909994500,7319
1388,PayPal,4499055968245270,9561
1389,Debit Card,4979036864770150,5371
1390,Venmo,4295515321721990,9876
1391,Credit Card,4884580034237780,7939
1392,Credit Card,4676924339772840,8025
1393,PayPal,4276679563768890,9120
1394,Credit Card,4227761064511430,8747
1395,Debit Card,4969779583665810,1376
1396,Debit Card,4403077428992110,3239
1397,Venmo,4856675334900370,3240
1398,Venmo,4535674214389420,319
1399,Debit Card,4293350004595200,6324
1400,Venmo,4112070897745210,1050
1401,PayPal,4541153411740230,1457
1402,Debit Card,4332723139897880,197
1403,PayPal,4947563417360490,9919
1404,Venmo,4964482782171480,5031
1405,Venmo,4671912866180290,1375
1406,PayPal,4994443343436860,5797
1407,Venmo,4322480795889000,9940
1408,PayPal,4038638923635450,1263
1409,Venmo,4996121945795880,4747
1410,Credit Card,4984259657720680,2941
1411,PayPal,4859149967631090,170
1412,Venmo,4040936051732430,8163
1413,Credit Card,4614628665435840,3349
1414,PayPal,4539168505672510,2387
1415,PayPal,4330823624620250,5862
1416,PayPal,4189211748602720,6923
1417,PayPal,4100701824457510,1056
1418,Credit Card,4551859284631170,8367
1419,Debit Card,4633550897958570,5794
1420,Venmo,4576931428038900,9075
1421,Debit Card,4995653587903650,3060
1422,PayPal,4842297994348920,4181
1423,Venmo,4494254292904570,1106
1424,Venmo,4635532168046790,5132
1425,PayPal,4892677821316070,2613
1426,PayPal,4024492447998160,4385
1427,PayPal,4337411047335620,8741
1428,PayPal,4278083842682160,2317
1429,Debit Card,4231371312712410,4154
1430,PayPal,4343103180196950,9168
1431,PayPal,4790716631951310,9153
1432,Debit Card,4929498375644720,9970
1433,Credit Card,4742787777009760,9225
1434,Venmo,4179759790687880,4152
1435,Venmo,4955614669306120,3707
1436,Debit Card,4926838039564620,8383
1437,Venmo,4208507222170900,8209
1438,Venmo,4410387640358830,8034
1439,Credit Card,4620336898188730,7157
1440,Debit Card,4707844072704840,546
1441,Credit Card,4827086086092810,6576
1442,Debit Card,4432544994815480,1238
1443,Credit Card,4051103123649650,4471
1444,Debit Card,4796627493827440,6552
1445,Credit Card,4017386707567330,9067
1446,Debit Card,4475716455945130,1059
1447,PayPal,4861390093162130,9356
1448,PayPal,4842533852953100,7274
1449,Venmo,4930666951624150,9057
1450,Debit Card,4757703239427660,2677
1451,Venmo,4729685261921510,3871
1452,Debit Card,4871514176291630,7312
1453,Debit Card,4291943957357260,3182
1454,Venmo,4156696736421220,811
1455,Venmo,4412899688697030,4676
1456,Venmo,4468905100703100,7206
1457,Credit Card,4446028927151810,3245
1458,Credit Card,4331316635306890,3858
1459,Credit Card,4585621796487970,1672
1460,Debit Card,4828340418127580,1423
1461,Credit Card,4644762302244010,8401
1462,Venmo,4639840656271790,840
1463,Venmo,4524651855114070,9050
1464,Venmo,4473587927207750,1728
1465,PayPal,4679361673448110,683
1466,Venmo,4785047730493140,1693
1467,Debit Card,4553764618595580,7088
1468,Credit Card,4988424521623290,5211
1469,Venmo,4935427791427320,6017
1470,Venmo,4842542293117170,3057
1471,Credit Card,4465405428118640,5455
1472,Venmo,4274233943559800,2459
1473,Debit Card,4828036397517660,1073
1474,Venmo,4218122392460820,5009
1475,Debit Card,4844032839401950,5205
1476,Venmo,4695830783170150,4142
1477,Venmo,4360476843556050,3515
1478,PayPal,4123699440971150,9001
1479,PayPal,4330079062329250,7173
1480,PayPal,4973085596104830,3647
1481,Credit Card,4242581087497550,9530
1482,Credit Card,4361473406415920,3611
1483,Debit Card,4384006333242540,9084
1484,Debit Card,4829245686095450,9259
1485,Credit Card,4603219415692610,7866
1486,Debit Card,4562511695264710,2687
1487,Venmo,4036696576099460,2287
1488,Venmo,4216416840382100,1914
1489,Credit Card,4836422063125910,4025
1490,Venmo,4538575939188940,9958
1491,Debit Card,4445418132377440,1779
1492,Venmo,4404491130626130,3546
1493,PayPal,4531719003211600,1773
1494,Venmo,4074986080182960,5223
1495,Venmo,4813871898344780,9914
1496,Debit Card,4341876872106350,6639
1497,Venmo,4756672560517520,1644
1498,PayPal,4317506096429910,9906
1499,Venmo,4380327234803970,5041
1500,Debit Card,4474706302150580,7799
1501,Debit Card,4183210474356020,7739
1502,Venmo,4887681522390060,3904
1503,Venmo,4729614808293630,1197
1504,PayPal,4645767832767060,6820
1505,Credit Card,4679250191297360,4812
1506,Debit Card,4998753953548850,1448
1507,Venmo,4642752675190020,3961
1508,Credit Card,4785229037612670,8059
1509,Venmo,4023237268440440,7338
1510,Debit Card,4138223136215970,974
1511,PayPal,4062238647905790,543
1512,Venmo,4852287798576170,2733
1513,PayPal,4341604270502560,1089
1514,Venmo,4333322235954340,2915
1515,Venmo,4521550249150610,9318
1516,Credit Card,4890208358259880,9193
1517,Debit Card,4717789028479600,5583
1518,Credit Card,4622117989457830,9739
1519,Venmo,4564151503351350,5129
1520,Debit Card,4116770484430830,3193
1521,Credit Card,4176333981585580,2702
1522,Venmo,4115641723559270,4564
1523,Venmo,4260313269913800,1872
1524,Credit Card,4687979050931450,1679
1525,Credit Card,4906720981165130,2769
1526,PayPal,4955403307419610,8251
1527,Debit Card,4919311819226760,3189
1528,Credit Card,4144952681049730,1765
1529,Venmo,4158979274449220,4414
1530,Credit Card,4545835084098010,14
1531,Debit Card,4490078412322310,5379
1532,Credit Card,4582229764942860,1179
1533,PayPal,4716736336134480,8665
1534,Credit Card,4672658344758430,3232
1535,Debit Card,4945129770537440,4066
1536,PayPal,4260300789894210,7711
1537,PayPal,4233265084866920,892
1538,PayPal,4505859830244380,6469
1539,Credit Card,4150618075371270,7578
1540,Credit Card,4725995916534370,2958
1541,PayPal,4002212786486610,6452
1542,Debit Card,4029911545862640,9450
1543,Debit Card,4339595840411470,5566
1544,Venmo,4501427705000650,25
1545,Debit Card,4927080570053070,7186
1546,Debit Card,4144062127426190,5172
1547,PayPal,4326100251172710,903
1548,Venmo,4055508279344160,5731
1549,Debit Card,4552154762468390,6284
1550,Debit Card,4531973604932380,2241
1551,PayPal,4024417533693060,6603
1552,Debit Card,4081631294576740,5358
1553,PayPal,4022474418123490,8459
1554,Credit Card,4412672303788240,6036
1555,Venmo,4670897577416940,7184
1556,PayPal,4070929096766060,1997
1557,PayPal,4751552095603130,846
1558,Debit Card,4453728426466850,3363
1559,Debit Card,4384945711633050,5643
1560,Debit Card,4792585664432870,3155
1561,Debit Card,4392947516428750,7604
1562,Credit Card,4452773737045290,2899
1563,Credit Card,4351326330253140,3097
1564,Credit Card,4571006453091540,4437
1565,Credit Card,4435427035757570,7808
1566,Debit Card,4874912560076280,2889
1567,Venmo,4957671813101500,7968
1568,Venmo,4184216523156490,3833
1569,Debit Card,4371324237666290,1876
1570,Credit Card,4971275917522910,8351
1571,Debit Card,4679096878196990,5612
1572,Credit Card,4798678404019740,447
1573,PayPal,4923850077253240,6546
1574,PayPal,4997914819750230,2321
1575,Debit Card,4366076978152870,7254
1576,Venmo,4602791927958130,8311
1577,PayPal,4261483546797600,2173
1578,PayPal,4004423205665380,9567
1579,Credit Card,4862257031990940,9206
1580,Debit Card,4704658087722830,9375
1581,PayPal,4476206737684450,9018
1582,Venmo,4768127041479810,6638
1583,PayPal,4555614540534440,9478
1584,Credit Card,4419259574634810,9714
1585,Credit Card,4857231344138510,1100
1586,Credit Card,4712370686805780,9108
1587,Debit Card,4549408984009990,9088
1588,Debit Card,4286030996675760,9522
1589,PayPal,4652995678493150,7174
1590,PayPal,4066377637211250,5455
1591,Venmo,4628607106134510,9660
1592,Debit Card,4029861843524430,579
1593,PayPal,4081595031582140,8451
1594,Credit Card,4099357784660630,7119
1595,PayPal,4092981696822040,7212
1596,Credit Card,4206895758097400,4505
1597,Credit Card,4323440065093960,1786
1598,PayPal,4992978429642020,6000
1599,PayPal,4829839318882290,4449
1600,Debit Card,4461060100172670,1374
1601,PayPal,4109821724773000,5231
1602,Venmo,4804011744149170,3881
1603,PayPal,4707339605858860,311
1604,Credit Card,4158079595761560,1012
1605,PayPal,4307193039887520,83
1606,Debit Card,4012917074037460,3101
1607,Credit Card,4483627866372070,6056
1608,Venmo,4660799142211360,8653
1609,PayPal,4589361463270450,9871
1610,Debit Card,4354311235218030,4158
1611,Credit Card,4947508951914420,1733
1612,Debit Card,4662959739068530,2562
1613,PayPal,4888418706766230,2065
1614,PayPal,4981725305709520,3878
1615,PayPal,4933149580854690,5549
1616,Venmo,4808143388027220,3669
1617,PayPal,4820116297627460,2740
1618,Credit Card,4531742359634460,7281
1619,PayPal,4184303122516690,1324
1620,PayPal,4286421974487370,6308
1621,Venmo,4690529984738470,7887
1622,Venmo,4321554939356680,7334
1623,Venmo,4782809225121670,6016
1624,Debit Card,4223315780676370,4765
1625,Venmo,4008236940698980,7625
1626,PayPal,4739177409286510,9423
1627,Debit Card,4001628176328510,115
1628,Debit Card,4453987910733380,2464
1629,Credit Card,4649864155580720,1198
1630,PayPal,4866992551810080,1544
1631,Debit Card,4994428005189530,8595
1632,Venmo,4710170816358920,9366
1633,Credit Card,4956747914260000,1268
1634,PayPal,4517008248171580,6997
1635,Venmo,4691749698655860,9081
1636,Credit Card,4338141579096360,8437
1637,Debit Card,4076578007035850,5805
1638,Venmo,4150144245393830,3633
1639,Credit Card,4638034227946240,6894
1640,Credit Card,4413132946580650,3879
1641,Venmo,4806282677082060,4630
1642,PayPal,4602065270108370,2641
1643,Credit Card,4274302452791600,3720
1644,PayPal,4518887320263510,2217
1645,Debit Card,4041043165499140,5558
1646,Debit Card,4144521565005800,243
1647,Debit Card,4348037138216890,7797
1648,PayPal,4520631457842220,2344
1649,Debit Card,4689209702800950,1995
1650,Credit Card,4173853185955820,7715
1651,Debit Card,4714823803909650,8710
1652,Credit Card,4375569616305630,2104
1653,Credit Card,4574023348346950,9834
1654,Credit Card,4737260092786390,8680
1655,Debit Card,4785565360861070,9163
1656,Venmo,4397063338753200,7136
1657,PayPal,4410431090581940,6550
1658,Debit Card,4182635046859290,7770
1659,Venmo,4268592536699980,9412
1660,PayPal,4416986603103730,2342
1661,PayPal,4418914494928040,9497
1662,Credit Card,4449201696624370,1437
1663,Debit Card,4657751213326960,7445
1664,Credit Card,4975315022344560,7546
1665,Venmo,4518134609860310,3580
1666,PayPal,4903895690252470,9928
1667,PayPal,4125553886997120,9463
1668,Debit Card,4006828152852380,6734
1669,PayPal,4324329245602030,732
1670,PayPal,4172371814805840,9293
1671,Debit Card,4094741964097350,700
1672,Debit Card,4491874684840320,4566
1673,Venmo,4377780844119620,4899
1674,Venmo,4113715620254400,3619
1675,Venmo,4782112296833880,6231
1676,Venmo,4191469926641100,4797
1677,Venmo,4115306809801510,6617
1678,Venmo,4944383058529620,676
1679,Venmo,4435219429112560,5045
1680,Venmo,4896565951408970,2687
1681,PayPal,4112606178523440,669
1682,PayPal,4529587172291670,8621
1683,Credit Card,4815573271966530,8373
1684,Debit Card,4587154681630810,7536
1685,Venmo,4031429670150560,8831
1686,PayPal,4029296298528200,7491
1687,Credit Card,4721209108265310,5018
1688,PayPal,4518934533693320,2046
1689,Credit Card,4523923348516980,7213
1690,Venmo,4411203280681530,6849
1691,PayPal,4987015128596680,2272
1692,Credit Card,4533591972056170,2413
1693,Credit Card,4070128081659710,4370
1694,Debit Card,4824470510066610,107
1695,Venmo,4452960186997150,896
1696,Credit Card,4823318895508380,6724
1697,Credit Card,4354500540083530,1980
1698,Debit Card,4465751242898030,6840
1699,Credit Card,4848372433019510,6597
1700,Debit Card,4971007714835540,9561
1701,Credit Card,4323454073800480,4663
1702,Debit Card,4362932669218740,6694
1703,Venmo,4404677493332990,8443
1704,PayPal,4334636270340430,7528
1705,Debit Card,4508300348990250,9285
1706,PayPal,4452241598091270,2368
1707,PayPal,4279511943275050,6751
1708,PayPal,4747674393940860,3839
1709,PayPal,4546605817621940,6967
1710,Debit Card,4430798892736710,4612
1711,Debit Card,4551886802438470,9118
1712,Venmo,4066915268597770,80
1713,PayPal,4089859805775030,2948
1714,Venmo,4129404252811810,9153
1715,Venmo,4631082446750260,3462
1716,Venmo,4314953873498010,9777
1717,Venmo,4446483611227090,414
1718,PayPal,4569278092061240,4048
1719,Venmo,4411214750400030,1238
1720,Credit Card,4036606346092310,1515
1721,Debit Card,4376592900468780,4481
1722,Credit Card,4441682619710560,6093
1723,Credit Card,4398920085119800,2273
1724,Debit Card,4016883303197450,8993
1725,PayPal,4428559023774240,1615
1726,Venmo,4480789490250820,6580
1727,Debit Card,4343364399135200,5116
1728,Credit Card,4692701259943810,1633
1729,Credit Card,4087296538133430,7947
1730,Credit Card,4087857075151920,9977
1731,Venmo,4605789599448030,3198
1732,Debit Card,4431336018930400,2148
1733,Venmo,4790338309760260,7185
1734,Venmo,4608724937101290,3894
1735,PayPal,4620067989804400,7666
1736,Debit Card,4345692924946860,6802
1737,Debit Card,4560141530573400,5118
1738,PayPal,4866829283821340,5108
1739,PayPal,4316243779744330,2287
1740,Debit Card,4469788168099500,16
1741,PayPal,4599701074957230,3072
1742,PayPal,4910387825719450,4312
1743,Venmo,4305797993687110,4500
1744,PayPal,4927406863647760,7453
1745,Venmo,4703429547850210,7084
1746,Venmo,4445098182175090,1803
1747,Debit Card,4960381395332070,9373
1748,Credit Card,4192722746452340,722
1749,PayPal,4746395909256400,3090
1750,Venmo,4092639136040000,7361
1751,Credit Card,4255017528506870,8
1752,Credit Card,4663735521610240,2468
1753,Venmo,4832397582803830,917
1754,Debit Card,4440459206066310,197
1755,PayPal,4392285644454090,8747
1756,Venmo,4547701887645640,2743
1757,Credit Card,4904973915637130,1519
1758,PayPal,4829782624616360,9057
1759,PayPal,4775751882467600,8445
1760,Venmo,4492306439951620,6302
1761,Venmo,4755350934166930,2557
1762,PayPal,4966457949275760,8300
1763,PayPal,4858923764553460,2023
1764,Debit Card,4487139070036640,5723
1765,Venmo,4397441500337090,7163
1766,Credit Card,4733219768131260,3098
1767,Venmo,4760261834005980,1518
1768,Debit Card,4307116100520610,7133
1769,Venmo,4722406030507690,9521
1770,Credit Card,4032129443400930,5765
1771,Debit Card,4305289536178660,4957
1772,Venmo,4172802089360040,3677
1773,Venmo,4193913599310760,8758
1774,Venmo,4092406099977800,5685
1775,Debit Card,4333600382862440,494
1776,Venmo,4362160130324710,6894
1777,Debit Card,4100124435863300,9589
1778,Credit Card,4441554253281990,7294
1779,Venmo,4691569478414140,2469
1780,Venmo,4224078409633050,7660
1781,Credit Card,4539548758206650,4090
1782,Credit Card,4656640001842310,4133
1783,PayPal,4320833945554030,3326
1784,PayPal,4416091345302050,6468
1785,Credit Card,4885319217738830,4091
1786,Venmo,4087762809386660,2138
1787,Debit Card,4248114565642870,8624
1788,Credit Card,4217033793100890,7467
1789,Credit Card,4946047024883230,7730
1790,PayPal,4977215358671900,1992
1791,Venmo,4083709533994180,9811
1792,Debit Card,4449936998048710,1908
1793,Debit Card,4421314876772710,6928
1794,Venmo,4785519178782920,8638
1795,Venmo,4843997883562200,844
1796,Credit Card,4891295814114750,4432
1797,PayPal,4535992272859750,4756
1798,PayPal,4079469131507250,5867
1799,PayPal,4527548798979210,288
1800,PayPal,4039906195506130,9963
1801,PayPal,4929942145403100,2966
1802,Venmo,4037515256537350,5245
1803,Venmo,4894940493844060,92
1804,PayPal,4771793180106350,9902
1805,PayPal,4978319847666820,344
1806,PayPal,4484255264014170,1628
1807,Debit Card,4329150420033730,5877
1808,PayPal,4717319052385380,3763
1809,Debit Card,4722548981496550,1923
1810,Venmo,4378507152862730,1967
1811,Debit Card,4486385783799730,1299
1812,Debit Card,4162382382594580,6451
1813,Venmo,4503191072536430,7620
1814,Debit Card,4848376029348570,206
1815,Venmo,4686482103314460,780
1816,Venmo,4897688553783580,1956
1817,PayPal,4203308833305030,6397
1818,PayPal,4191924541785920,8690
1819,Credit Card,4637504279867320,782
1820,Credit Card,4718392728048370,1407
1821,Venmo,4734555721463070,8641
1822,PayPal,4743502315144850,5676
1823,Debit Card,4140943393392930,9632
1824,Debit Card,4210986655516060,7144
1825,Debit Card,4028107509163320,5160
1826,Venmo,4143484307075360,9323
1827,Venmo,4881909715372680,9917
1828,Debit Card,4055121055474430,4765
1829,Credit Card,4328683630997370,5906
1830,Credit Card,4343113677590530,818
1831,Debit Card,4272980374352330,5437
1832,Credit Card,4315125424256500,1915
1833,PayPal,4032290033766830,5347
1834,PayPal,4626340152719370,3197
1835,PayPal,4590867906698520,6825
1836,Debit Card,4099307510928750,6048
1837,Credit Card,4656946908981020,4264
1838,Venmo,4036989967851370,7847
1839,PayPal,4321833860899610,6062
1840,Debit Card,4524685185592830,3299
1841,Venmo,4790548429560870,9682
1842,PayPal,4862298835692030,7679
1843,Credit Card,4714779354972240,318
1844,Venmo,4140623469754050,7196
1845,PayPal,4021133814726930,5613
1846,Debit Card,4242785115940410,4524
1847,PayPal,4030202058070500,9836
1848,PayPal,4836920072308980,8983
1849,Debit Card,4922232080752980,7366
1850,Debit Card,4553634606340980,8444
1851,PayPal,4868717358375520,2887
1852,Debit Card,4790202835180680,1046
1853,Venmo,4139575761402810,1261
1854,Venmo,4934215091361900,8317
1855,PayPal,4264599014557160,3229
1856,Debit Card,4187072963352250,1078
1857,Debit Card,4505361506720610,9768
1858,Debit Card,4230033043125630,6335
1859,Venmo,4937802202008750,1956
1860,PayPal,4303248243677620,7479
1861,Debit Card,4892368328857560,9348
1862,Credit Card,4655390513865200,3832
1863,Credit Card,4212190168611130,6132
1864,PayPal,4015030615578230,5779
1865,PayPal,4212627135270660,4537
1866,Credit Card,4685195680775310,2280
1867,Debit Card,4628193158259200,1193
1868,Debit Card,4972743010810230,1798
1869,Venmo,4563967953715580,7197
1870,Venmo,4040825762275840,1194
1871,Credit Card,4204886110385460,2752
1872,Debit Card,4475350390137200,9738
1873,PayPal,4032654103688680,4289
1874,Venmo,4147636223715080,4196
1875,Debit Card,4639479557510090,6114
1876,Credit Card,4551300444848970,2415
1877,PayPal,4071445281835870,981
1878,Venmo,4110655539026900,5584
1879,Debit Card,4471476016131010,8622
1880,Venmo,4872689800276960,6452
1881,Credit Card,4689814506670990,8483
1882,PayPal,4080200243017810,2323
1883,Credit Card,4384251730816990,745
1884,Venmo,4908181488545630,7406
1885,PayPal,4916676529586020,7595
1886,Credit Card,4860590164663070,617
1887,Venmo,4368581736549750,6729
1888,Debit Card,4154670274975500,8510
1889,Venmo,4125868201033890,9629
1890,Credit Card,4752839036971380,1945
1891,Credit Card,4430633702786700,4599
1892,Debit Card,4378512249265990,2024
1893,Venmo,4850754055094970,6111
1894,PayPal,4916140999524740,759
1895,Debit Card,4891214151182180,8279
1896,PayPal,4544206015001170,4002
1897,Venmo,4656713414929760,7458
1898,Credit Card,4983169173540040,4937
1899,PayPal,4093558309625240,1731
1900,Debit Card,4511732221433400,1713
1901,Debit Card,4488897478483850,8693
1902,PayPal,4270646961410730,491
1903,Debit Card,4513712540163870,6103
1904,Debit Card,4643329611485280,7915
1905,PayPal,4667528681246340,7183
1906,Debit Card,4689349057910500,4081
1907,Credit Card,4850566359819880,6121
1908,PayPal,4176304977538840,7717
1909,Debit Card,4364146440480190,3367
1910,Debit Card,4376633722691520,391
1911,Credit Card,4661848726788960,1207
1912,Credit Card,4590545534572670,1848
1913,PayPal,4959586858631170,497
1914,Venmo,4149803469706980,6601
1915,Venmo,4507910981808330,142
1916,Debit Card,4227722154023840,4846
1917,Debit Card,4158116435272360,3521
1918,PayPal,4110036652529300,2853
1919,PayPal,4366877002986210,5479
1920,Credit Card,4103742409726600,7842
1921,Credit Card,4112022931180740,418
1922,Venmo,4114327614231600,5858
1923,Debit Card,4292748366318030,5381
1924,Debit Card,4196832232620370,3464
1925,Debit Card,4097098888965860,1516
1926,Debit Card,4376818633190920,2625
1927,Debit Card,4902310942944950,6058
1928,Debit Card,4490696075872730,4668
1929,Venmo,4471836745117180,3642
1930,Credit Card,4161101744073030,2654
1931,PayPal,4297196129685120,7565
1932,Debit Card,4705525174421860,274
1933,PayPal,4751786643826920,6301
1934,Venmo,4381514404706250,9867
1935,Credit Card,4454208720493360,9378
1936,Credit Card,4959193813967060,7384
1937,Debit Card,4635411546477680,6510
1938,Debit Card,4944147768779730,90
1939,Debit Card,4950040677199470,9843
1940,PayPal,4566804399819150,4977
1941,Venmo,4728906250642920,7399
1942,Credit Card,4827232142174810,5914
1943,Credit Card,4125747819399570,5386
1944,Venmo,4808811628414070,3480
1945,PayPal,4534830364758450,3239
1946,PayPal,4225758886589160,8422
1947,PayPal,4441874785334640,1193
1948,Credit Card,4776277104520150,2361
1949,Credit Card,4993038207033390,165
1950,Venmo,4566644046633070,4459
1951,Credit Card,4826870670241880,4949
1952,Debit Card,4336375558515750,1432
1953,Credit Card,4492270458337820,7547
1954,Debit Card,4838433722964460,8854
1955,PayPal,4279446461534070,9207
1956,PayPal,4852094367534040,1901
1957,Debit Card,4806906491887170,9683
1958,PayPal,4473496780445100,3333
1959,Debit Card,4849782214777220,5952
1960,Venmo,4537138343584200,9993
1961,PayPal,4855758082687360,1298
1962,PayPal,4970845987578220,7733
1963,PayPal,4395000650590030,9010
1964,Venmo,4230372138196620,9438
1965,PayPal,4528418541209820,3195
1966,Venmo,4554173282259890,4581
1967,Credit Card,4181080894200940,6108
1968,Debit Card,4933702620064220,9025
1969,Venmo,4079564117570430,6308
1970,Venmo,4422381246253550,5064
1971,Credit Card,4486394660021790,2576
1972,Credit Card,4673124505963180,8007
1973,Venmo,4752736948501800,3438
1974,Credit Card,4568837053268390,3041
1975,Credit Card,4851304069677970,2966
1976,Venmo,4114721981749090,5212
1977,PayPal,4362522166036470,7936
1978,Credit Card,4720771528929400,3813
1979,Credit Card,4513769044852950,5188
1980,PayPal,4895740332595300,7380
1981,Debit Card,4537664161611450,7780
1982,Venmo,4681690189032960,6105
1983,Credit Card,4872669364087890,4143
1984,Credit Card,4815411088886490,8459
1985,Debit Card,4207550160599540,1605
1986,Debit Card,4247359616029580,8933
1987,Debit Card,4528554608127730,8318
1988,Venmo,4871034777127580,4401
1989,PayPal,4700621526238250,528
1990,Debit Card,4909876554096540,9868
1991,Debit Card,4565792925913120,3284
1992,Venmo,4621896224313180,7302
1993,PayPal,4515656992551690,5875
1994,Debit Card,4764523791357550,7560
1995,Debit Card,4260597309719930,666
1996,PayPal,4516906517569230,8684
1997,PayPal,4425503582952220,8300
1998,Venmo,4390560993664280,9357
1999,Credit Card,4326166111663370,9748
2000,Venmo,4631437296150710,4155
2001,Debit Card,4077715073139850,8202
2002,PayPal,4989794583521610,4321
2003,PayPal,4139182015446110,1625
2004,Venmo,4724632371090080,732
2005,PayPal,4667689407489030,832
2006,Debit Card,4735716329742320,3035
2007,Venmo,4131171684623390,2544
2008,Credit Card,4650552677750170,3705
2009,PayPal,4577280469216770,2024
2010,Venmo,4111194604387350,8208
2011,PayPal,4673736335144240,3934
2012,Debit Card,4934830332712530,2067
2013,Venmo,4095491610614110,2121
2014,Venmo,4994148983872480,4276
2015,Debit Card,4338420691040790,1509
2016,Venmo,4763078279299170,282
2017,Credit Card,4467741365632440,6299
2018,Debit Card,4388332760692880,9955
2019,Venmo,4369996144830960,4765
2020,Credit Card,4718122249971430,9417
2021,Venmo,4556324869271640,9270
2022,Debit Card,4990294534263180,5008
2023,Debit Card,4576191625631020,1248
2024,Credit Card,4350191742590080,2522
2025,PayPal,4337076713043280,1125
2026,Debit Card,4233784193193070,1369
2027,Debit Card,4607413408299350,7011
2028,Credit Card,4067527578246410,7560
2029,Venmo,4305874746872900,8921
2030,Credit Card,4059314846667540,9213
2031,PayPal,4776752682437970,5837
2032,Credit Card,4894433414133020,6141
2033,Debit Card,4623505746350420,5590
2034,Debit Card,4419287063005790,548
2035,Venmo,4153588288151290,5030
2036,PayPal,4359619218161790,7864
2037,Debit Card,4488548368965850,3669
2038,Credit Card,4448027289596770,6487
2039,Venmo,4653348680575450,4794
2040,PayPal,4149754965760900,8148
2041,Debit Card,4795309971674100,6465
2042,Venmo,4301287412866710,9459
2043,Debit Card,4241506228681370,1607
2044,Debit Card,4191472872308250,2118
2045,Debit Card,4607488017614310,3325
2046,Venmo,4901198142606590,8354
2047,PayPal,4171633691856020,3342
2048,PayPal,4509627265755970,8304
2049,PayPal,4358108731758400,8890
2050,Venmo,4210363617846430,2784
2051,Venmo,4385361441812910,5380
2052,Debit Card,4550441079143220,3712
2053,PayPal,4972428964859560,8429
2054,PayPal,4202730730596320,2523
2055,PayPal,4816330877876070,2445
2056,PayPal,4655238481403890,6165
2057,Debit Card,4302869716745470,2670
2058,PayPal,4399061183849810,9511
2059,Debit Card,4360748290616430,500
2060,PayPal,4023783338972610,734
2061,Debit Card,4363682884264060,5871
2062,Credit Card,4691279997977510,2788
2063,PayPal,4703900422002530,6655
2064,Debit Card,4815813785036710,4512
2065,PayPal,4857935418454730,332
2066,Credit Card,4192669773529880,1197
2067,Venmo,4025001249102350,2781
2068,Debit Card,4005183154594850,8072
2069,Debit Card,4400527855436340,9027
2070,Debit Card,4019824495236460,4772
2071,Debit Card,4841997175588920,251
2072,PayPal,4223087905241160,2498
2073,PayPal,4658347155876590,5558
2074,Debit Card,4237473106177320,3360
2075,Credit Card,4903465446908410,9091
2076,PayPal,4105183841093850,8062
2077,PayPal,4352286501702500,7285
2078,Credit Card,4678727171372040,196
2079,PayPal,4086499045427050,4696
2080,Credit Card,4591961723930270,4332
2081,PayPal,4695747498652610,3136
2082,Venmo,4991003410052280,8930
2083,Debit Card,4717478216803330,9243
2084,Debit Card,4222573905010250,1782
2085,Debit Card,4380373223669240,2329
2086,Debit Card,4051816250207260,4882
2087,Credit Card,4596887421387080,2913
2088,Debit Card,4709374257812270,1817
2089,Venmo,4662142828010650,4067
2090,PayPal,4848831468600400,5223
2091,Debit Card,4279843705781070,2161
2092,Debit Card,4983753288584080,5544
2093,PayPal,4449592120997950,1091
2094,Debit Card,4025017218977400,8178
2095,PayPal,4840760902220510,8384
2096,Credit Card,4463421217504210,1568
2097,PayPal,4550806601156450,1944
2098,Debit Card,4552423544138840,8373
2099,Venmo,4433581139030680,544
2100,Debit Card,4507112002004380,9661
2101,Debit Card,4396966393771420,7729
2102,PayPal,4417067587172830,4006
2103,Debit Card,4448263655731390,9590
2104,Debit Card,4894751296559630,214
2105,PayPal,4627605527976590,9255
2106,Venmo,4772596421620010,1657
2107,Credit Card,4959728357972030,827
2108,Venmo,4699452104082770,9055
2109,PayPal,4896380957333750,9527
2110,Venmo,4751845049158660,6216
2111,Debit Card,4467209380717760,2793
2112,Credit Card,4102271763637610,3436
2113,Venmo,4136028801371570,4730
2114,Credit Card,4013102027422170,6691
2115,PayPal,4629981825139030,7658
2116,Venmo,4541484457429240,7782
2117,PayPal,4307319158842570,4102
2118,Credit Card,4141841148133330,3459
2119,Debit Card,4819682586868440,8660
2120,PayPal,4085194040695630,7121
2121,Credit Card,4349202582623080,5369
2122,Venmo,4228872381486650,8896
2123,Venmo,4829954203010860,4686
2124,Venmo,4069431285602050,2043
2125,PayPal,4645975053742520,7788
2126,Venmo,4302310665166580,1261
2127,Debit Card,4010897958851220,759
2128,PayPal,4853451309820290,1491
2129,Venmo,4832170397204360,9281
2130,Venmo,4803456732631850,1228
2131,PayPal,4428830990145510,5877
2132,Credit Card,4009766144574560,8743
2133,Credit Card,4167022391169780,7589
