vendor_id,vendor_name,vendor_description,business_domain,thumbnail_profile,email,password,phone_number,is_verified
99,MightyMountains,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac,Finance,https://m.media-amazon.com/images/mightymountains,might@gmail.com,gLMhO7,09747064960,0
100,RetroRewind,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,Entertainment,https://m.media-amazon.com/images/retrorewind,retro@gmail.com,8MPv3U6mNAa,09962900122,1
101,HappyHomes,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in,Manufacturing,https://m.media-amazon.com/images/happyhomes,happy@gmail.com,yj4hlO,09833428399,1
102,PrefectPatio,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a,Manufacturing,https://m.media-amazon.com/images/prefectpatio,prefe@gmail.com,gAibmm31la,09783237721,1
103,FabulousFinds,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,"Information technology",https://m.media-amazon.com/images/fabulousfinds,fabul@gmail.com,15cDdQ,09738018858,1
104,A+Accessories,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,"Information technology",https://m.media-amazon.com/images/a+accessories,a+acc@hotmail.com,KFtgM1,09164044625,1
105,VintageVibe,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,Education,https://m.media-amazon.com/images/vintagevibe,vinta@abc.com,BCjSdaDI,09923557121,1
106,TheSavvyShopper,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,Manufacturing,https://m.media-amazon.com/images/thesavvyshopper,thesa@gmail.com,Fhu9eMgvQAD,09848404833,0
107,PureProducts,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,Agriculture,https://m.media-amazon.com/images/pureproducts,purep@xyz.com,6ZQ9cC,09659869591,1
108,GadgetGuru,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,Education,https://m.media-amazon.com/images/gadgetguru,gadge@yahoo.com,TCDZxJn7Btt,09240866301,0
109,TrueTrends,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,Nonprofit,https://m.media-amazon.com/images/truetrends,truet@gmail.com,5NXzkBGrImT,09220085387,1
110,CuddleCottage,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,Telecommunications,https://m.media-amazon.com/images/cuddlecottage,cuddl@gmail.com,aeJXr18CtAZ,09310389395,0
111,HappyHarvest,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,Education,https://m.media-amazon.com/images/happyharvest,happy@hotmail.com,wyaQ9Va,09937712760,1
112,EliteElegance,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,Education,https://m.media-amazon.com/images/eliteelegance,elite@hotmail.com,JKfptiqW82S,09896904028,0
113,CloudNince,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,Construction,https://m.media-amazon.com/images/cloudnince,cloud@hotmail.com,fuOKc1,09714495655,0
114,ArtisticAbode,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis,Construction,https://m.media-amazon.com/images/artisticabode,artis@yahoo.com,az2O2zO,09755591605,0
115,BoldBargains,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,Finance,https://m.media-amazon.com/images/boldbargains,boldb@hotmail.com,zwGfHncMTO,09649730641,1
116,PerfectlyPractical,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum,HealthCare,https://m.media-amazon.com/images/perfectlypractical,perfe@abc.com,Y75nxdqPqm1,09152803327,1
117,GardenGuru,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,Manufacturing,https://m.media-amazon.com/images/gardenguru,garde@xyz.com,qVQa8Amx,09114581814,1
118,AuraCraft,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,Construction,https://m.media-amazon.com/images/auracraft,aurac@yahoo.com,NAP5pJ9MJ,09490969260,1
119,SeaPray,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,Real estate,https://m.media-amazon.com/images/seapray,seapr@xyz.com,UGlHgtP4aQAk,09471524654,1
120,SimplyBeat,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,Telecommunications,https://m.media-amazon.com/images/simplybeat,simpl@abc.com,LCZNtbXX2Wl,09361261681,0
121,MarketRight,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque,Manufacturing,https://m.media-amazon.com/images/marketright,marke@yahoo.com,oJxRfUQ6G92k,09492602128,1
122,ElegantRight,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,Retail,https://m.media-amazon.com/images/elegantright,elega@yahoo.com,SelCanrlyDhd,09240527610,1
123,MarketLiving,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,Transportation,https://m.media-amazon.com/images/marketliving,marke@yahoo.com,UHy3F08duw,09540473683,1
124,BlueSky,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,"Information technology",https://m.media-amazon.com/images/bluesky,blues@gmail.com,qxxzjuNSKGN9,09390544764,1
125,TerraFarms,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,Nonprofit,https://m.media-amazon.com/images/terrafarms,terra@xyz.com,g48p8K1jyKen,09374626612,1
126,SmartSupply,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,Entertainment,https://m.media-amazon.com/images/smartsupply,smart@xyz.com,6hRq65PZx5AN,09324480723,0
127,WiseChoice,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,Manufacturing,https://m.media-amazon.com/images/wisechoice,wisec@hotmail.com,x4augQ7,09339510717,1
128,TopNotch,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,Energy,https://m.media-amazon.com/images/topnotch,topno@abc.com,PxJlSZbCVFCr,09158119392,1
129,ProVantage,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,HealthCare,https://m.media-amazon.com/images/provantage,prova@gmail.com,zoZM7RbMew,09391223039,1
130,GlobalGoods,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,"Information technology",https://m.media-amazon.com/images/globalgoods,globa@abc.com,OLCX1guoP,09206585381,1
131,NovaSource,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc,Energy,https://m.media-amazon.com/images/novasource,novas@abc.com,NCzLfC9N,09760745836,1
132,BrighterDays,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,Construction,https://m.media-amazon.com/images/brighterdays,brigh@hotmail.com,aWg2GS30,09454640842,0
133,PrimeProducts,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,Energy,https://m.media-amazon.com/images/primeproducts,prime@xyz.com,qcRBiMRv,09122224426,1
134,DreamCraft,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,Hospitality,https://m.media-amazon.com/images/dreamcraft,dream@xyz.com,jLvTHZepgI9,09467902670,1
135,AplhaTech,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec,Education,https://m.media-amazon.com/images/aplhatech,aplha@yahoo.com,1Mnd8B7jk,09698523529,1
136,VitalityWorks,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,Retail,https://m.media-amazon.com/images/vitalityworks,vital@abc.com,GD4FPmb,09110348068,1
137,SunPower,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,Manufacturing,https://m.media-amazon.com/images/sunpower,sunpo@xyz.com,DrXgB1,09859042460,0
138,PrimePicks,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,Telecommunications,https://m.media-amazon.com/images/primepicks,prime@yahoo.com,Zlx4UA,09741120711,0
139,GreenThumb,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,Manufacturing,https://m.media-amazon.com/images/greenthumb,green@xyz.com,3FFQ4pvxgHW,09638787398,1
140,PureLiving,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,Agriculture,https://m.media-amazon.com/images/pureliving,purel@xyz.com,eKUp3OHhEy,09220862482,1
141,UrbanGarden,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,Nonprofit,https://m.media-amazon.com/images/urbangarden,urban@hotmail.com,LoFjRutxG,09876839946,1
142,WellSpring,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,Education,https://m.media-amazon.com/images/wellspring,wells@hotmail.com,if9OhuIw,09218577031,0
143,ProximitySupply,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,"Information technology",https://m.media-amazon.com/images/proximitysupply,proxi@xyz.com,Etzx77,09857035706,1
144,GreatValue,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,Transportation,https://m.media-amazon.com/images/greatvalue,great@xyz.com,2Zpu0F,09667451480,1
145,AllSeasons,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,Agriculture,https://m.media-amazon.com/images/allseasons,allse@hotmail.com,87cYVoo2U8Q,09655847067,0
146,OceanicSupply,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,Finance,https://m.media-amazon.com/images/oceanicsupply,ocean@abc.com,h8UzVx,09429246729,1
147,IdealsGoods,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat,"Information technology",https://m.media-amazon.com/images/idealsgoods,ideal@yahoo.com,snK5YzYtuT,09210686186,0
148,WiseMarket,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in,Education,https://m.media-amazon.com/images/wisemarket,wisem@gmail.com,Oulgv50Vn,09338010188,0
149,HealthFirst,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,Transportation,https://m.media-amazon.com/images/healthfirst,healt@xyz.com,lgc5b30OOaS,09216204990,1
150,SummitSource,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,Energy,https://m.media-amazon.com/images/summitsource,summi@gmail.com,WTcX3RT5AtjC,09165217346,0
151,SkylineProducts,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,Telecommunications,https://m.media-amazon.com/images/skylineproducts,skyli@yahoo.com,RISGy6qj,09113328820,0
152,BrightPath,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,Retail,https://m.media-amazon.com/images/brightpath,brigh@xyz.com,i0SbZPacB2O6,09179330478,1
153,DeluxeGoods,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,Hospitality,https://m.media-amazon.com/images/deluxegoods,delux@hotmail.com,2bQrrZ148K,09733941742,1
154,AplhaMarket,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,Real estate,https://m.media-amazon.com/images/aplhamarket,aplha@hotmail.com,mZFctj7j7j,09226549865,1
155,MightyMerchandise,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,Real estate,https://m.media-amazon.com/images/mightymerchandise,might@gmail.com,jVOZVLwghhA,09708130177,1
156,StarlightSupplies,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,Transportation,https://m.media-amazon.com/images/starlightsupplies,starl@abc.com,WHnaXF5U9ha8,09688668560,1
157,OrganicTree,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,Nonprofit,https://m.media-amazon.com/images/organictree,organ@gmail.com,51nqe3,09887034178,1
158,VelocityVentures,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,HealthCare,https://m.media-amazon.com/images/velocityventures,veloc@yahoo.com,XQo2s3p,09244929432,1
159,OceanicOutfitters,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin,Agriculture,https://m.media-amazon.com/images/oceanicoutfitters,ocean@gmail.com,7tgOTYY3TiE,09115563616,1
160,TheTradingPost,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,Finance,https://m.media-amazon.com/images/thetradingpost,thetr@yahoo.com,J32jpPVGv8ic,09683187984,1
161,Nature'sNest,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,"Information technology",https://m.media-amazon.com/images/nature'snest,natur@gmail.com,g4Myxm1K5Mq,09339981535,1
162,ApexApparel,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,Real estate,https://m.media-amazon.com/images/apexapparel,apexa@hotmail.com,PgTnmlAib,09841137912,0
163,SimplyStunning,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,Manufacturing,https://m.media-amazon.com/images/simplystunning,simpl@xyz.com,0u18gmB,09916674045,1
164,FreshFinds,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,Real estate,https://m.media-amazon.com/images/freshfinds,fresh@hotmail.com,AhLJXo,09769547012,0
165,StellarStyle,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,HealthCare,https://m.media-amazon.com/images/stellarstyle,stell@hotmail.com,WWTrib4vCkXs,09212914474,0
166,LuminousLiving,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,Telecommunications,https://m.media-amazon.com/images/luminousliving,lumin@abc.com,Vylf3m,09269134725,0
167,LuxeLance,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,Energy,https://m.media-amazon.com/images/luxelance,luxel@abc.com,JfBddlhdPC,09647246855,1
168,GreenDecor,sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,Retail,https://m.media-amazon.com/images/greendecor,green@gmail.com,EUjcV0dzFS,09972715416,0
169,PristineProducts,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec,Telecommunications,https://m.media-amazon.com/images/pristineproducts,prist@yahoo.com,wtMNo3MQ,09696985435,1
170,PurelyPremium,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,Entertainment,https://m.media-amazon.com/images/purelypremium,purel@abc.com,uU72ifR,09800411081,0
171,DivineDesigns,porta volutpat erat quisque erat eros viverra eget congue eget,Hospitality,https://m.media-amazon.com/images/divinedesigns,divin@xyz.com,N3eqnFR9o,09320535260,1
172,Divyne,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,HealthCare,https://m.media-amazon.com/images/divyne,divyn@abc.com,XKe3rc,09673047092,0
173,Whisker,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,Retail,https://m.media-amazon.com/images/whisker,whisk@hotmail.com,hLFRyA7,09471634635,0
174,TechPro,non quam nec dui luctus rutrum nulla tellus in sagittis dui,"Information technology",https://m.media-amazon.com/images/techpro,techp@xyz.com,H7wtqz1VVQIu,09306286640,1
175,JazzyJewelry,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,Hospitality,https://m.media-amazon.com/images/jazzyjewelry,jazzy@hotmail.com,oQHpEy3,09766610544,1
176,SwiftRetail,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,Agriculture,https://m.media-amazon.com/images/swiftretail,swift@xyz.com,T8a7UmTj,09943701407,1
177,AweSports,sit amet lobortis sapien sapien non mi integer ac neque duis,HealthCare,https://m.media-amazon.com/images/awesports,awesp@abc.com,RvPb4Ef4LLL,09351297697,0
178,ModernHomeSolutions,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,Nonprofit,https://m.media-amazon.com/images/modernhomesolutions,moder@hotmail.com,0AeyeOlmNA,09802946575,0
179,TheStyle,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,Retail,https://m.media-amazon.com/images/thestyle,thest@xyz.com,L7ZBoToRHrtN,09374935288,0
180,SmartGadgets,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,Finance,https://m.media-amazon.com/images/smartgadgets,smart@gmail.com,WAYhFmRZERZ,09676697627,0
181,FreshHome,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,Finance,https://m.media-amazon.com/images/freshhome,fresh@hotmail.com,hQ6VegL,09139219770,0
182,BestBookBazaar,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,"Information technology",https://m.media-amazon.com/images/bestbookbazaar,bestb@hotmail.com,VkxE1CHGKY,09334270938,1
183,ZeZone,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,HealthCare,https://m.media-amazon.com/images/zezone,zezon@hotmail.com,Bz50zjGVUc,09353419018,1
184,DynamicDisplays,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,Retail,https://m.media-amazon.com/images/dynamicdisplays,dynam@hotmail.com,5w5UxAA,09935203111,1
185,CozyCouch,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,Entertainment,https://m.media-amazon.com/images/cozycouch,cozyc@abc.com,z0gVwX,09694262250,1
186,PLayfulPaws,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,Retail,https://m.media-amazon.com/images/playfulpaws,playf@yahoo.com,bi1P1mS,09380887218,1
187,OceanicOutdoors,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac,Education,https://m.media-amazon.com/images/oceanicoutdoors,ocean@hotmail.com,Dvul3ucjjG7e,09872001690,0
188,OfficWiz,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,Manufacturing,https://m.media-amazon.com/images/officwiz,offic@yahoo.com,1Eoibn,09372097450,1
189,RuggedGear,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,Retail,https://m.media-amazon.com/images/ruggedgear,rugge@yahoo.com,4IUxgo,09822937147,0
190,PrimePetStore,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,Energy,https://m.media-amazon.com/images/primepetstore,prime@gmail.com,sWyxD25baR,09600380491,1
191,FreshFarmFoods,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,Entertainment,https://m.media-amazon.com/images/freshfarmfoods,fresh@yahoo.com,6YzQ4na,09941719931,0
192,GreenPlanetOrganics,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,"Information technology",https://m.media-amazon.com/images/greenplanetorganics,green@xyz.com,bt9lBmfqj7,09710420916,1
193,CoastalCreations,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut,Transportation,https://m.media-amazon.com/images/coastalcreations,coast@hotmail.com,70cbTY,09793375958,1
194,EvergreenEssentials,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,Finance,https://m.media-amazon.com/images/evergreenessentials,everg@abc.com,z7rpLBfZoI,09123225073,1
195,Azure,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,Nonprofit,https://m.media-amazon.com/images/azure,azure@abc.com,2DuFEfxynki,09291246605,1
